Property_ID,Listing_Date,Sale_Price,Bedrooms,Bathrooms,SqFt_Living,SqFt_Lot,Floors,Waterfront,Year_Built,Year_Renovated,City,Zip_Code,Price_per_SqFt,Property_Size_Tier,Property_Age,Age_Group
PROP_06555,2026-03-23,130424.0,1,1.0,952,3808,1.0,0,1979,0,Coastal Suburbs,20011,137.0,Small,47,Established
PROP_06556,2025-12-01,839500.0,5,2.5,3358,26864,2.5,0,1965,0,Greenwood Valley,40081,250.0,Large,61,Established
PROP_06557,2026-05-12,483714.0,4,1.5,2094,12564,1.5,0,2004,0,Metro City,10002,231.0,Medium,22,Mordern
PROP_06558,2026-01-21,315952.0,1,1.0,1736,6944,1.5,0,1966,0,Greenwood Valley,40082,182.0,Medium,60,Established
PROP_06559,2026-05-26,1202248.0,4,3.0,4486,17944,2.0,0,1981,0,Metro City,10004,268.0,Large,45,Established
PROP_06560,2026-05-07,217360.0,1,1.0,832,2496,1.0,0,1957,2021,Tech Park District,30045,261.2,Small,69,Established
PROP_06561,2026-01-05,290850.0,1,2.0,1385,6925,2.0,0,1992,0,Coastal Suburbs,20013,210.0,Small,34,Established
PROP_06562,2025-07-24,365390.0,3,2.0,2396,7188,1.0,0,1990,2021,Greenwood Valley,40082,152.5,Medium,36,Established
PROP_06563,2025-08-25,396325.0,2,2.0,1910,9550,1.0,0,1992,2016,Tech Park District,30046,207.5,Medium,34,Established
PROP_06564,2025-09-01,918335.0,6,2.5,2596,18172,3.0,0,1972,2023,Greenwood Valley,40081,353.8,Medium,54,Established
PROP_06565,2026-03-09,254030.0,1,1.5,1337,4011,1.5,0,1960,0,Greenwood Valley,40081,190.0,Small,66,Established
PROP_06566,2025-12-23,679246.0,4,3.5,2479,12395,3.0,0,1994,0,Tech Park District,30045,274.0,Medium,32,Established
PROP_06567,2026-02-14,409885.0,3,1.5,1372,8232,2.0,0,1978,2023,Greenwood Valley,40081,298.8,Small,48,Established
PROP_06568,2025-11-20,945770.0,5,4.0,3206,9618,2.5,0,1996,0,Coastal Suburbs,20012,295.0,Large,30,Mordern
PROP_06569,2026-05-03,411930.0,1,1.0,1592,4776,2.0,0,2010,2023,Greenwood Valley,40081,258.8,Medium,16,Mordern
PROP_06570,2025-08-20,407797.0,3,2.5,1651,4953,1.0,0,2014,0,Greenwood Valley,40081,247.0,Medium,12,Mordern
PROP_06571,2026-03-01,359286.0,3,2.0,1542,4626,2.0,0,1971,0,Tech Park District,30045,233.0,Medium,55,Established
PROP_06572,2026-04-04,1179072.0,6,3.0,4094,32752,3.0,0,1969,0,Coastal Suburbs,20011,288.0,Large,57,Established
PROP_06573,2026-01-13,373200.0,4,1.0,1866,11196,1.0,0,1971,0,Greenwood Valley,40081,200.0,Medium,55,Established
PROP_06574,2025-11-28,305067.0,2,2.0,1533,9198,1.0,0,1974,0,Greenwood Valley,40081,199.0,Medium,52,Established
PROP_06575,2025-11-09,1155294.0,6,4.0,3339,23373,3.0,0,1962,0,Greenwood Valley,40082,346.0,Large,64,Established
PROP_06576,2026-03-09,253110.0,1,1.0,1947,3894,1.0,0,1996,0,Coastal Suburbs,20013,130.0,Medium,30,Mordern
PROP_06577,2025-11-14,344160.0,4,1.5,2151,8604,1.0,0,1982,2024,Metro City,10004,160.0,Medium,44,Established
PROP_06578,2025-12-08,861672.0,5,4.0,3122,9366,2.5,0,2011,0,Metro City,10002,276.0,Large,15,Mordern
PROP_06579,2025-12-29,319464.0,3,1.5,1972,3944,1.0,0,1979,0,Coastal Suburbs,20012,162.0,Medium,47,Established
PROP_06580,2026-04-21,169728.0,2,2.5,816,3264,2.0,0,1975,0,Greenwood Valley,40082,208.0,Small,51,Established
PROP_06581,2026-01-07,282210.0,4,1.0,2045,10225,2.0,0,2001,0,Greenwood Valley,40082,138.0,Medium,25,Mordern
PROP_06582,2025-11-13,899904.0,5,2.5,2752,19264,2.5,0,2000,0,Greenwood Valley,40082,327.0,Medium,26,Mordern
PROP_06583,2026-04-08,346127.0,3,2.5,2323,13938,1.0,0,2011,0,Greenwood Valley,40082,149.0,Medium,15,Mordern
PROP_06584,2025-10-02,280104.0,4,2.5,2122,6366,1.0,0,1964,0,Metro City,10002,132.0,Medium,62,Established
PROP_06585,2026-03-16,222430.0,1,2.0,1534,4602,1.0,0,1975,0,Tech Park District,30046,145.0,Medium,51,Established
PROP_06586,2026-03-07,321048.0,4,2.0,1638,8190,1.5,0,1968,0,Coastal Suburbs,20013,196.0,Medium,58,Established
PROP_06587,2025-09-18,171908.0,3,2.0,923,4615,1.0,0,2015,2022,Greenwood Valley,40082,186.2,Small,11,Mordern
PROP_06588,2025-12-10,483205.0,2,1.0,2005,4010,2.0,0,1986,0,Tech Park District,30045,241.0,Medium,40,Established
PROP_06589,2026-03-09,222680.0,1,1.5,1465,4395,2.0,0,1987,0,Tech Park District,30045,152.0,Small,39,Established
PROP_06590,2025-10-09,350595.0,1,1.5,1484,4452,1.5,0,2006,2016,Tech Park District,30045,236.2,Small,20,Mordern
PROP_06591,2025-12-02,240503.0,4,1.0,1063,4252,1.0,0,2004,2025,Coastal Suburbs,20011,226.2,Small,22,Mordern
PROP_06592,2026-01-18,474100.0,1,1.5,2155,6465,1.0,0,1996,0,Greenwood Valley,40082,220.0,Medium,30,Mordern
PROP_06593,2026-01-16,337899.0,4,2.0,2073,4146,1.5,0,1995,0,Coastal Suburbs,20013,163.0,Medium,31,Established
PROP_06594,2025-12-21,452250.0,1,1.0,2010,8040,1.0,0,1963,0,Tech Park District,30046,225.0,Medium,63,Established
PROP_06595,2025-06-01,320720.0,2,2.0,1520,9120,1.0,0,1981,0,Greenwood Valley,40082,211.0,Medium,45,Established
PROP_06596,2025-06-18,180950.0,2,1.5,1034,2068,1.5,0,1968,0,Tech Park District,30046,175.0,Small,58,Established
PROP_06597,2025-10-24,432886.0,2,2.0,2143,8572,1.0,0,1962,0,Metro City,10004,202.0,Medium,64,Established
PROP_06598,2026-04-02,376380.0,3,2.0,2214,8856,2.0,0,2005,0,Tech Park District,30045,170.0,Medium,21,Mordern
PROP_06599,2025-06-09,358533.0,1,1.5,1897,3794,1.0,0,1957,0,Greenwood Valley,40082,189.0,Medium,69,Established
PROP_06600,2026-02-21,325215.0,1,2.0,1971,3942,1.5,0,1989,0,Greenwood Valley,40082,165.0,Medium,37,Established
PROP_06601,2025-08-09,1045525.0,4,4.0,3217,9651,2.0,0,1999,2022,Greenwood Valley,40081,325.0,Large,27,Mordern
PROP_06602,2025-11-02,557770.0,4,1.5,2312,13872,2.0,0,2005,2017,Coastal Suburbs,20013,241.2,Medium,21,Mordern
PROP_06603,2025-06-04,440625.0,3,1.5,1875,9375,1.5,0,2002,0,Metro City,10004,235.0,Medium,24,Mordern
PROP_06604,2025-11-01,169136.0,2,2.0,1364,6820,2.0,0,1952,0,Coastal Suburbs,20011,124.0,Small,74,Established
PROP_06605,2025-09-22,190578.0,2,1.5,1381,2762,1.5,0,1963,0,Coastal Suburbs,20013,138.0,Small,63,Established
PROP_06606,2025-09-18,430526.0,3,1.5,1699,5097,2.0,1,1991,0,Coastal Suburbs,20012,253.4,Medium,35,Established
PROP_06607,2025-11-09,317112.0,2,1.5,2172,13032,1.0,0,1982,0,Coastal Suburbs,20011,146.0,Medium,44,Established
PROP_06608,2025-06-12,388476.0,1,2.0,1962,11772,1.0,0,2010,0,Greenwood Valley,40082,198.0,Medium,16,Mordern
PROP_06609,2026-05-20,200832.0,2,2.0,1569,6276,1.5,0,1967,0,Greenwood Valley,40081,128.0,Medium,59,Established
PROP_06610,2025-10-20,1031856.0,5,2.5,3071,15355,3.0,0,1961,0,Metro City,10002,336.0,Large,65,Established
PROP_06611,2026-03-11,317362.0,3,1.0,2015,4030,1.0,0,1973,2023,Tech Park District,30045,157.5,Medium,53,Established
PROP_06612,2026-02-17,526680.0,1,2.5,2128,10640,2.0,0,2004,2023,Coastal Suburbs,20011,247.5,Medium,22,Mordern
PROP_06613,2026-03-12,793196.0,4,4.0,2747,21976,2.0,0,1985,2021,Metro City,10002,288.7,Medium,41,Established
PROP_06614,2026-03-20,473027.0,3,1.5,2266,13596,1.5,0,1968,2017,Coastal Suburbs,20012,208.7,Medium,58,Established
PROP_06615,2026-03-20,348270.0,1,2.5,1482,7410,2.0,0,2011,2025,Greenwood Valley,40081,235.0,Small,15,Mordern
PROP_06616,2025-08-19,249335.0,4,2.0,1061,6366,2.0,0,1956,0,Tech Park District,30045,235.0,Small,70,Established
PROP_06617,2025-07-19,381718.0,4,2.5,1751,10506,1.0,0,1963,0,Coastal Suburbs,20011,218.0,Medium,63,Established
PROP_06618,2025-06-20,976124.0,4,3.0,3089,9267,2.5,0,1960,0,Tech Park District,30046,316.0,Large,66,Established
PROP_06619,2026-01-22,274688.0,4,2.0,1184,3552,1.0,0,2007,0,Tech Park District,30045,232.0,Small,19,Mordern
PROP_06620,2025-11-30,338198.0,3,2.0,1666,9996,2.0,0,1983,0,Tech Park District,30046,203.0,Medium,43,Established
PROP_06621,2025-08-19,1175196.0,6,3.5,3684,11052,2.5,0,2012,0,Greenwood Valley,40081,319.0,Large,14,Mordern
PROP_06622,2025-08-10,299814.0,3,2.5,1401,8406,2.0,0,2001,0,Metro City,10003,214.0,Small,25,Mordern
PROP_06623,2025-10-14,181687.0,4,2.0,913,3652,2.0,0,1972,0,Greenwood Valley,40081,199.0,Small,54,Established
PROP_06624,2025-12-05,898623.0,6,4.0,2871,22968,3.0,0,1981,0,Coastal Suburbs,20012,313.0,Medium,45,Established
PROP_06625,2026-03-26,157850.0,1,1.5,902,4510,2.0,0,2004,0,Coastal Suburbs,20011,175.0,Small,22,Mordern
PROP_06626,2025-10-06,531895.0,4,1.0,2171,6513,1.5,0,1969,0,Coastal Suburbs,20012,245.0,Medium,57,Established
PROP_06627,2025-09-28,634315.0,5,3.0,3035,15175,2.0,0,1984,0,Metro City,10001,209.0,Large,42,Established
PROP_06628,2025-10-10,1521231.0,4,2.5,2725,10900,2.5,1,1969,2017,Metro City,10002,558.2,Medium,57,Established
PROP_06629,2025-11-01,214452.0,2,2.5,1449,5796,2.0,0,1956,0,Greenwood Valley,40082,148.0,Small,70,Established
PROP_06630,2025-07-18,872640.0,4,3.0,3232,16160,2.0,0,1983,2022,Coastal Suburbs,20011,270.0,Large,43,Established
PROP_06631,2026-03-20,395920.0,4,2.0,1960,5880,1.5,0,1996,0,Greenwood Valley,40081,202.0,Medium,30,Mordern
PROP_06632,2025-12-22,1393605.0,5,4.0,4185,16740,2.0,0,2005,0,Tech Park District,30046,333.0,Large,21,Mordern
PROP_06633,2026-03-19,370975.0,4,2.0,2090,6270,1.0,0,2006,2019,Tech Park District,30045,177.5,Medium,20,Mordern
PROP_06634,2025-09-20,264252.0,2,2.5,1083,2166,1.0,0,1979,0,Greenwood Valley,40082,244.0,Small,47,Established
PROP_06635,2025-07-10,211750.0,1,1.5,1400,7000,1.5,0,2010,2023,Metro City,10001,151.2,Small,16,Mordern
PROP_06636,2025-11-14,761860.0,5,4.0,3463,17315,2.5,0,1984,0,Metro City,10002,220.0,Large,42,Established
PROP_06637,2026-02-03,945915.0,6,4.0,3319,9957,3.0,0,2006,0,Coastal Suburbs,20011,285.0,Large,20,Mordern
PROP_06638,2025-08-28,441864.0,4,2.5,1938,5814,1.5,0,1952,0,Coastal Suburbs,20011,228.0,Medium,74,Established
PROP_06639,2026-02-05,227920.0,2,2.5,1295,2590,2.0,0,1954,0,Greenwood Valley,40082,176.0,Small,72,Established
PROP_06640,2026-05-20,263445.0,4,1.0,1351,2702,1.5,0,1971,2020,Tech Park District,30045,195.0,Small,55,Established
PROP_06641,2026-05-26,735264.0,5,4.0,2484,14904,2.5,0,1983,0,Metro City,10004,296.0,Medium,43,Established
PROP_06642,2026-03-23,292080.0,1,1.0,1217,3651,1.0,0,1997,0,Greenwood Valley,40082,240.0,Small,29,Mordern
PROP_06643,2025-07-19,251748.0,4,2.5,1701,6804,2.0,0,1976,0,Greenwood Valley,40081,148.0,Medium,50,Established
PROP_06644,2026-04-01,272440.0,3,2.0,1112,6672,1.5,1,2014,0,Metro City,10002,245.0,Small,12,Mordern
PROP_06645,2026-04-25,827110.0,4,3.0,3865,19325,2.5,0,1991,0,Greenwood Valley,40081,214.0,Large,35,Established
PROP_06646,2025-11-01,1542873.0,6,3.0,3729,18645,3.0,0,1959,2023,Metro City,10004,413.7,Large,67,Established
PROP_06647,2025-06-20,346020.0,2,2.5,2370,7110,1.5,0,1959,0,Greenwood Valley,40082,146.0,Medium,67,Established
PROP_06649,2025-12-13,359086.0,1,1.0,1973,11838,2.0,0,1975,0,Metro City,10004,182.0,Medium,51,Established
PROP_06650,2025-07-11,884832.0,5,3.0,4254,17016,2.5,0,1976,0,Greenwood Valley,40082,208.0,Large,50,Established
PROP_06651,2025-06-29,295960.0,3,2.5,1208,2416,1.0,0,1985,2024,Metro City,10004,245.0,Small,41,Established
PROP_06652,2025-11-19,234262.0,2,1.5,1154,4616,1.5,0,1965,0,Coastal Suburbs,20011,203.0,Small,61,Established
PROP_06654,2026-01-09,279006.0,2,2.5,1911,9555,1.0,0,1979,0,Greenwood Valley,40081,146.0,Medium,47,Established
PROP_06655,2025-12-31,133590.0,4,1.0,1095,6570,2.0,0,1985,0,Greenwood Valley,40082,122.0,Small,41,Established
PROP_06656,2025-08-01,408149.0,4,1.0,2051,12306,1.0,0,1988,0,Metro City,10002,199.0,Medium,38,Established
PROP_06657,2025-09-25,283269.0,1,1.0,2009,4018,1.5,0,1978,0,Greenwood Valley,40081,141.0,Medium,48,Established
PROP_06658,2026-05-01,382161.0,3,1.0,1599,4797,1.0,0,2000,0,Tech Park District,30045,239.0,Medium,26,Mordern
PROP_06659,2026-04-05,193905.0,1,2.5,1395,6975,1.0,0,1990,0,Metro City,10001,139.0,Small,36,Established
PROP_06660,2025-06-06,1494876.0,6,4.0,4308,21540,2.5,0,1987,0,Tech Park District,30045,347.0,Large,39,Established
PROP_06661,2026-04-21,227136.0,4,1.5,1014,6084,1.0,0,1959,0,Coastal Suburbs,20013,224.0,Small,67,Established
PROP_06662,2026-04-20,237442.0,3,2.0,1046,3138,1.5,0,1973,0,Tech Park District,30046,227.0,Small,53,Established
PROP_06663,2025-12-13,291851.0,4,1.5,1687,5061,1.5,0,1992,0,Greenwood Valley,40081,173.0,Medium,34,Established
PROP_06664,2025-06-28,293440.0,3,1.0,1792,8960,1.5,0,2002,2020,Coastal Suburbs,20012,163.8,Medium,24,Mordern
PROP_06665,2025-11-04,236496.0,3,2.0,1381,8286,1.5,0,2007,2020,Tech Park District,30045,171.2,Small,19,Mordern
PROP_06666,2026-02-24,1480752.0,4,3.0,4368,17472,3.0,0,2010,0,Coastal Suburbs,20012,339.0,Large,16,Mordern
PROP_06667,2025-06-22,539408.0,3,2.0,1901,5703,1.5,0,1954,2023,Metro City,10001,283.7,Medium,72,Established
PROP_06668,2025-11-11,291352.0,4,1.5,1844,7376,2.0,0,1950,0,Metro City,10002,158.0,Medium,76,Established
PROP_06669,2026-03-04,420896.0,1,1.5,1879,11274,2.0,0,1996,0,Metro City,10004,224.0,Medium,30,Mordern
PROP_06670,2026-03-17,186684.0,3,1.0,1324,3972,2.0,0,2015,0,Greenwood Valley,40081,141.0,Small,11,Mordern
PROP_06671,2025-08-16,244449.0,1,2.0,1413,7065,1.5,0,1956,0,Greenwood Valley,40082,173.0,Small,70,Established
PROP_06672,2025-11-15,814176.0,6,2.5,3168,22176,2.0,0,1955,0,Coastal Suburbs,20011,257.0,Large,71,Established
PROP_06673,2026-02-13,435987.0,3,2.5,2259,11295,2.0,0,1993,0,Tech Park District,30045,193.0,Medium,33,Established
PROP_06674,2026-05-24,441283.0,2,2.5,1927,7708,2.0,0,1955,0,Metro City,10003,229.0,Medium,71,Established
PROP_06675,2025-09-22,444752.0,1,2.5,2128,12768,2.0,0,1994,0,Tech Park District,30046,209.0,Medium,32,Established
PROP_06676,2025-08-18,447558.0,3,1.0,2307,13842,1.0,0,1977,0,Greenwood Valley,40082,194.0,Medium,49,Established
PROP_06677,2025-06-26,303956.0,3,1.5,1885,9425,2.0,0,1991,2023,Metro City,10002,161.2,Medium,35,Established
PROP_06678,2026-05-11,264306.0,4,2.5,1798,10788,1.0,0,1981,0,Coastal Suburbs,20011,147.0,Medium,45,Established
PROP_06679,2025-12-19,1082772.0,5,2.5,2482,7446,2.0,0,1999,2017,Greenwood Valley,40082,436.2,Medium,27,Mordern
PROP_06680,2026-01-15,283360.0,1,2.5,1540,3080,1.5,0,1977,0,Coastal Suburbs,20013,184.0,Medium,49,Established
PROP_06681,2026-04-01,183027.0,2,2.0,818,4090,1.5,0,1989,2018,Tech Park District,30045,223.7,Small,37,Established
PROP_06682,2026-03-22,476190.0,3,1.0,2035,10175,1.0,0,1963,0,Tech Park District,30046,234.0,Medium,63,Established
PROP_06683,2026-02-14,242600.0,2,1.5,1213,2426,2.0,0,1962,2021,Coastal Suburbs,20013,200.0,Small,64,Established
PROP_06684,2025-07-17,510665.0,4,1.0,1874,9370,1.5,0,2012,2017,Tech Park District,30046,272.5,Medium,14,Mordern
PROP_06685,2025-09-22,196928.0,3,1.5,1448,7240,2.0,0,1953,0,Metro City,10004,136.0,Small,73,Established
PROP_06686,2026-01-08,175183.0,1,1.0,1049,4196,1.0,0,1987,0,Coastal Suburbs,20011,167.0,Small,39,Established
PROP_06687,2025-10-27,340704.0,3,1.0,1638,4914,1.5,0,2011,0,Greenwood Valley,40081,208.0,Medium,15,Mordern
PROP_06688,2025-12-19,420316.0,4,2.0,1781,5343,1.5,0,1990,0,Tech Park District,30045,236.0,Medium,36,Established
PROP_06689,2025-08-15,314964.0,2,2.0,1346,6730,1.5,0,1980,0,Greenwood Valley,40081,234.0,Small,46,Established
PROP_06690,2025-08-07,968143.0,5,3.5,3421,10263,3.0,0,1975,0,Metro City,10004,283.0,Large,51,Established
PROP_06691,2025-11-20,302575.0,4,1.0,1235,2470,1.5,1,2002,0,Metro City,10004,245.0,Small,24,Mordern
PROP_06692,2025-07-13,392368.0,2,1.5,2192,10960,2.0,0,1954,0,Greenwood Valley,40081,179.0,Medium,72,Established
PROP_06693,2026-01-30,451836.0,3,2.5,2282,4564,2.0,0,1965,0,Tech Park District,30045,198.0,Medium,61,Established
PROP_06694,2026-03-20,295104.0,3,1.0,999,1998,2.0,1,1981,0,Metro City,10004,295.4,Small,45,Established
PROP_06695,2025-06-26,1113552.0,6,2.5,4218,21090,2.0,0,2007,0,Tech Park District,30046,264.0,Large,19,Mordern
PROP_06696,2026-03-08,810160.0,6,4.0,3952,15808,2.0,0,2015,0,Tech Park District,30046,205.0,Large,11,Mordern
PROP_06697,2025-12-22,223832.0,3,2.0,1142,2284,2.0,0,1965,0,Greenwood Valley,40082,196.0,Small,61,Established
PROP_06698,2025-10-13,1666980.0,4,3.5,4410,26460,2.0,0,2010,0,Tech Park District,30045,378.0,Large,16,Mordern
PROP_06699,2025-07-14,434871.0,2,1.5,2061,6183,1.5,0,1961,0,Tech Park District,30046,211.0,Medium,65,Established
PROP_06700,2025-12-22,187674.0,3,2.5,1009,3027,2.0,0,1959,0,Tech Park District,30045,186.0,Small,67,Established
PROP_06701,2026-02-12,353430.0,3,1.0,1870,3740,2.0,0,2011,0,Tech Park District,30045,189.0,Medium,15,Mordern
PROP_06702,2026-01-09,1581230.0,5,4.0,3688,11064,2.5,0,1995,2018,Greenwood Valley,40081,428.8,Large,31,Established
PROP_06703,2026-05-24,117403.0,3,2.5,821,3284,1.5,0,2008,0,Tech Park District,30045,143.0,Small,18,Mordern
PROP_06704,2025-08-06,309312.0,1,2.0,1728,10368,2.0,0,1950,0,Greenwood Valley,40082,179.0,Medium,76,Established
PROP_06705,2025-08-09,397000.0,2,1.5,1985,9925,1.0,0,1979,0,Metro City,10002,200.0,Medium,47,Established
PROP_06706,2026-02-02,580796.0,6,4.0,2461,19688,2.0,0,1983,0,Tech Park District,30046,236.0,Medium,43,Established
PROP_06707,2026-03-14,403636.0,4,1.0,2147,10735,1.5,0,1993,0,Greenwood Valley,40082,188.0,Medium,33,Established
PROP_06708,2025-09-10,241995.0,3,1.0,1241,7446,2.0,0,1995,0,Coastal Suburbs,20013,195.0,Small,31,Established
PROP_06710,2025-12-20,905229.0,4,4.0,2579,18053,2.0,0,1966,0,Greenwood Valley,40081,351.0,Medium,60,Established
PROP_06711,2026-04-30,285585.0,2,2.0,948,4740,1.5,0,1975,2022,Greenwood Valley,40081,301.2,Small,51,Established
PROP_06712,2026-03-20,231948.0,1,2.5,1137,2274,1.5,0,2003,0,Metro City,10003,204.0,Small,23,Mordern
PROP_06713,2025-09-09,283702.0,2,1.5,934,2802,1.5,0,1998,2023,Coastal Suburbs,20011,303.7,Small,28,Mordern
PROP_06714,2026-03-15,467532.0,1,1.0,2162,12972,1.5,0,2015,2024,Coastal Suburbs,20012,216.2,Medium,11,Mordern
PROP_06715,2026-04-12,200490.0,4,1.0,1230,3690,1.0,0,1986,0,Tech Park District,30045,163.0,Small,40,Established
PROP_06716,2026-02-24,719363.0,4,2.5,3169,12676,2.5,0,1989,0,Tech Park District,30045,227.0,Large,37,Established
PROP_06717,2025-10-05,418176.0,3,2.0,2376,7128,1.5,0,1987,0,Metro City,10003,176.0,Medium,39,Established
PROP_06718,2025-10-03,936126.0,5,2.5,3573,21438,3.0,0,2015,0,Tech Park District,30046,262.0,Large,11,Mordern
PROP_06719,2025-07-07,271002.0,4,1.0,1922,9610,1.5,0,1995,0,Coastal Suburbs,20011,141.0,Medium,31,Established
PROP_06720,2025-10-15,1811565.0,5,4.0,4260,21300,2.5,1,1954,2021,Greenwood Valley,40081,425.2,Large,72,Established
PROP_06721,2026-01-07,338762.0,3,2.0,1583,9498,1.5,0,1994,0,Greenwood Valley,40082,214.0,Medium,32,Established
PROP_06722,2025-11-13,261812.0,2,2.5,1073,4292,1.5,0,2002,0,Tech Park District,30046,244.0,Small,24,Mordern
PROP_06723,2026-05-17,281358.0,1,1.5,1914,3828,1.0,0,2012,0,Greenwood Valley,40081,147.0,Medium,14,Mordern
PROP_06724,2026-03-22,1348800.0,5,3.5,4496,31472,2.5,0,1971,2019,Coastal Suburbs,20011,300.0,Large,55,Established
PROP_06725,2025-07-16,601260.0,5,2.5,2733,21864,2.0,0,2013,0,Tech Park District,30046,220.0,Medium,13,Mordern
PROP_06726,2025-07-28,420438.0,2,2.0,1774,10644,1.5,0,1952,0,Coastal Suburbs,20012,237.0,Medium,74,Established
PROP_06727,2026-05-10,393120.0,3,1.0,1638,6552,2.0,0,2000,2021,Greenwood Valley,40081,240.0,Medium,26,Mordern
PROP_06729,2026-01-03,707852.0,6,2.5,2612,15672,3.0,0,1994,0,Greenwood Valley,40081,271.0,Medium,32,Established
PROP_06730,2025-12-05,512778.0,4,2.5,2526,12630,3.0,0,1992,0,Greenwood Valley,40082,203.0,Medium,34,Established
PROP_06731,2025-11-26,1274591.0,6,3.5,3473,27784,2.5,0,1970,0,Coastal Suburbs,20013,367.0,Large,56,Established
PROP_06732,2025-09-06,1316250.0,5,2.5,4050,24300,2.0,0,1996,0,Greenwood Valley,40082,325.0,Large,30,Mordern
PROP_06733,2025-11-12,178017.0,4,2.0,1211,7266,1.5,0,2013,0,Coastal Suburbs,20011,147.0,Small,13,Mordern
PROP_06734,2025-11-24,377755.0,2,1.5,1757,5271,1.5,0,1958,0,Metro City,10002,215.0,Medium,68,Established
PROP_06735,2026-04-01,1408005.0,5,3.5,4203,29421,2.0,0,2001,0,Coastal Suburbs,20011,335.0,Large,25,Mordern
PROP_06736,2026-05-02,205625.0,4,1.5,875,4375,1.5,0,1967,2023,Tech Park District,30045,235.0,Small,59,Established
PROP_06737,2025-06-13,385645.0,1,2.0,1745,6980,1.5,0,1970,0,Metro City,10001,221.0,Medium,56,Established
PROP_06738,2025-11-04,1523800.0,5,3.0,4010,12030,2.0,0,1966,2022,Metro City,10001,380.0,Large,60,Established
PROP_06739,2025-08-26,953525.0,5,2.5,4435,22175,2.5,0,2005,0,Greenwood Valley,40081,215.0,Large,21,Mordern
PROP_06740,2025-11-27,294784.0,4,1.5,896,3584,1.0,1,2015,0,Tech Park District,30045,329.0,Small,11,Mordern
PROP_06741,2026-04-12,183741.0,3,1.0,839,5034,2.0,0,1991,0,Metro City,10003,219.0,Small,35,Established
PROP_06742,2026-01-13,319583.0,4,1.0,1709,10254,2.0,0,1988,0,Tech Park District,30046,187.0,Medium,38,Established
PROP_06743,2026-04-16,196697.0,2,2.0,823,3292,1.5,0,1993,0,Metro City,10003,239.0,Small,33,Established
PROP_06744,2025-08-14,722352.0,5,3.0,3576,14304,2.0,0,1973,0,Coastal Suburbs,20013,202.0,Large,53,Established
PROP_06746,2025-06-23,316140.0,4,2.5,2395,9580,1.0,0,1959,0,Coastal Suburbs,20013,132.0,Medium,67,Established
PROP_06747,2025-09-28,294961.0,2,1.0,2153,10765,2.0,0,1952,0,Coastal Suburbs,20013,137.0,Medium,74,Established
PROP_06748,2025-09-11,1643045.0,6,2.5,3788,15152,2.5,0,1990,2025,Greenwood Valley,40081,433.8,Large,36,Established
PROP_06749,2026-05-17,362110.0,3,2.0,1478,5912,1.0,0,2009,0,Greenwood Valley,40082,245.0,Small,17,Mordern
PROP_06750,2025-12-09,239235.0,2,2.0,1945,3890,2.0,0,1952,0,Greenwood Valley,40081,123.0,Medium,74,Established
PROP_06751,2025-08-19,291505.0,2,2.0,1348,2696,2.0,0,1972,2025,Tech Park District,30046,216.2,Small,54,Established
PROP_06752,2025-07-14,901336.0,6,3.5,3694,14776,2.0,0,2002,0,Coastal Suburbs,20012,244.0,Large,24,Mordern
PROP_06753,2025-07-28,1294300.0,5,2.5,3698,22188,3.0,0,1979,0,Coastal Suburbs,20012,350.0,Large,47,Established
PROP_06754,2025-06-28,1316658.0,5,3.0,4002,16008,3.0,0,1971,0,Metro City,10002,329.0,Large,55,Established
PROP_06755,2025-10-03,1381328.0,4,3.5,3664,25648,2.5,0,1989,0,Coastal Suburbs,20013,377.0,Large,37,Established
PROP_06756,2026-04-14,855984.0,5,4.0,3147,18882,2.0,0,1953,0,Greenwood Valley,40081,272.0,Large,73,Established
PROP_06757,2025-08-15,1151955.0,4,2.5,3339,23373,3.0,0,1950,0,Tech Park District,30045,345.0,Large,76,Established
PROP_06758,2025-10-26,414558.0,3,2.0,1706,3412,1.0,0,2011,0,Coastal Suburbs,20012,243.0,Medium,15,Mordern
PROP_06759,2025-06-08,369346.0,4,2.0,1547,3094,1.5,0,1980,2020,Coastal Suburbs,20012,238.7,Medium,46,Established
PROP_06760,2025-11-23,218080.0,3,1.5,1363,6815,1.5,0,1970,0,Tech Park District,30045,160.0,Small,56,Established
PROP_06761,2026-05-22,738840.0,4,3.0,2820,22560,3.0,0,2012,0,Tech Park District,30045,262.0,Medium,14,Mordern
PROP_06762,2025-07-27,447090.0,2,2.0,2129,12774,1.5,0,1992,2017,Coastal Suburbs,20013,210.0,Medium,34,Established
PROP_06763,2025-11-04,263220.0,3,2.5,1605,8025,1.5,0,1986,0,Tech Park District,30046,164.0,Medium,40,Established
PROP_06764,2026-01-17,843046.0,5,3.0,3134,9402,2.5,0,2015,0,Metro City,10001,269.0,Large,11,Mordern
PROP_06765,2026-01-28,379456.0,1,2.5,1936,11616,1.5,0,1959,0,Coastal Suburbs,20012,196.0,Medium,67,Established
PROP_06766,2025-06-12,466752.0,2,2.5,2288,4576,1.5,0,1973,0,Metro City,10003,204.0,Medium,53,Established
PROP_06767,2025-11-17,1027410.0,5,3.5,2978,11912,3.0,0,1971,0,Greenwood Valley,40082,345.0,Medium,55,Established
PROP_06768,2025-09-16,367213.0,1,1.0,1757,5271,1.5,0,1967,0,Coastal Suburbs,20013,209.0,Medium,59,Established
