Property_ID,Listing_Date,Sale_Price,Bedrooms,Bathrooms,SqFt_Living,SqFt_Lot,Floors,Waterfront,Year_Built,Year_Renovated,City,Zip_Code
PROP_04629,2026-05-17,307671,1,1.5,1911,11466,2.0,0,1963,0,Metro City,10003
PROP_04630,2025-07-26,1087986,6,3.5,4217,21085,2.5,0,2000,0,Greenwood Valley,40082
PROP_04631,2026-02-02,340052,4,1.0,2252,6756,1.0,0,1970,0,Coastal Suburbs,20012
PROP_04632,2025-07-03,282360,2,1.0,1248,4992,2.0,0,2006,2025,Greenwood Valley,40081
PROP_04633,2025-11-20,286464,4,1.5,2238,8952,1.5,0,1996,0,Tech Park District,30045
PROP_04634,2025-10-20,392600,3,1.0,1963,11778,2.0,0,1995,0,Greenwood Valley,40081
PROP_04635,2026-04-24,166656,4,2.5,868,2604,1.5,0,1995,0,Coastal Suburbs,20013
PROP_04636,2025-11-14,1047960,4,3.0,2556,12780,2.5,0,2007,2025,Tech Park District,30046
PROP_04637,2025-10-20,231840,4,2.5,1288,3864,2.0,0,2008,0,Metro City,10002
PROP_04638,2025-10-12,546525,1,1.0,2082,4164,1.5,0,1995,2023,Greenwood Valley,40081
PROP_04639,2026-05-02,335236,3,1.0,1604,8020,1.0,0,2004,0,Greenwood Valley,40081
PROP_04640,2026-05-31,690333,6,4.0,3241,19446,2.5,0,1980,0,Greenwood Valley,40082
PROP_04641,2026-04-30,158089,4,1.0,1061,5305,2.0,0,2008,0,Coastal Suburbs,20012
PROP_04642,2025-10-31,368271,1,2.5,1479,8874,1.5,0,2015,0,Tech Park District,30045
PROP_04643,2025-09-05,322530,4,2.0,1654,3308,1.0,0,1961,0,Greenwood Valley,40081
PROP_04644,2025-08-16,1178100,5,2.5,3366,16830,2.0,0,1984,0,Tech Park District,30045
PROP_04645,2026-02-20,167586,1,2.5,901,4505,1.5,0,1956,0,Greenwood Valley,40082
PROP_04646,2025-10-02,283356,3,1.5,1389,6945,1.0,0,1992,0,Greenwood Valley,40081
PROP_04647,2025-06-30,750261,5,3.0,2621,7863,2.5,0,1979,2024,Tech Park District,30045
PROP_04648,2026-04-04,358323,1,1.0,2373,11865,2.0,0,1995,0,Coastal Suburbs,20013
PROP_04649,2025-12-24,187906,1,2.5,859,4295,1.0,0,2012,2023,Coastal Suburbs,20011
PROP_04650,2026-05-05,488727,1,2.5,2361,4722,1.5,0,1957,0,Greenwood Valley,40082
PROP_04651,2025-11-11,167616,1,1.5,1164,6984,2.0,0,1987,0,Tech Park District,30045
PROP_04652,2026-05-15,269265,3,1.5,1857,11142,1.0,0,2008,0,Metro City,10004
PROP_04653,2025-08-11,156800,3,2.0,1120,3360,1.5,0,1958,0,Coastal Suburbs,20012
PROP_04654,2025-06-14,359482,1,1.5,1649,9894,2.0,0,1997,0,Tech Park District,30045
PROP_04655,2026-05-02,1238178,4,4.0,3383,23681,2.0,0,2002,0,Coastal Suburbs,20012
PROP_04656,2026-02-10,278350,4,2.0,1465,7325,2.0,0,2006,0,Tech Park District,30046
PROP_04657,2025-10-30,335790,4,2.5,1476,8856,1.0,0,1982,2025,Coastal Suburbs,20011
PROP_04658,2025-10-11,233550,3,2.0,1730,10380,1.5,0,1971,0,Tech Park District,30045
PROP_04659,2026-01-01,183552,4,1.0,1434,7170,1.5,0,1969,0,Coastal Suburbs,20011
PROP_04660,2025-12-25,2698038,7,7.5,6174,86436,2.5,0,1962,0,Metro City,10001
PROP_04661,2025-12-16,167320,1,1.0,890,3560,1.5,0,1985,0,Coastal Suburbs,20012
PROP_04662,2025-06-19,205904,2,1.5,1514,7570,1.5,0,1992,0,Tech Park District,30046
PROP_04663,2026-03-26,248319,3,1.5,1623,6492,2.0,0,1959,0,Metro City,10001
PROP_04664,2026-05-29,526320,4,1.5,2193,4386,1.0,0,2003,0,Tech Park District,30045
PROP_04665,2026-03-20,258083,4,1.5,1127,3381,2.0,0,1974,0,Metro City,10003
PROP_04666,2025-09-06,514376,1,1.0,2276,11380,1.0,0,1959,0,Tech Park District,30045
PROP_04667,2025-11-23,212715,4,2.5,1305,2610,1.0,0,1990,0,Metro City,10002
PROP_04668,2025-09-22,3089258,8,5.0,5354,53540,4.0,0,1958,0,Coastal Suburbs,20012
PROP_04669,2026-05-18,398871,4,2.0,1683,8415,1.0,0,1960,0,Tech Park District,30045
PROP_04670,2026-03-01,1942500,6,2.5,4200,25200,3.0,0,1996,2024,Coastal Suburbs,20011
PROP_04671,2026-04-23,496608,3,1.5,2217,11085,1.5,0,2011,0,Greenwood Valley,40081
PROP_04672,2026-01-30,971670,6,4.0,3966,11898,2.5,0,2010,0,Coastal Suburbs,20012
PROP_04673,2026-05-10,400323,1,2.0,1733,3466,1.0,0,1973,0,Greenwood Valley,40081
PROP_04674,2025-12-01,350064,3,1.5,1872,11232,1.0,0,1971,0,Greenwood Valley,40081
PROP_04675,2026-02-15,571455,1,2.5,1836,11016,2.0,0,1980,2017,Tech Park District,30046
PROP_04676,2025-11-01,285824,1,2.0,1408,4224,1.0,0,1976,0,Metro City,10002
PROP_04677,2025-08-27,173880,3,1.0,1380,5520,1.5,0,1989,0,Tech Park District,30046
PROP_04678,2026-05-03,407236,2,1.0,1669,8345,1.5,0,1957,0,Tech Park District,30045
PROP_04679,2026-03-13,221260,1,2.0,1702,6808,1.0,0,2004,0,Coastal Suburbs,20011
PROP_04680,2025-09-01,238608,1,2.0,1657,9942,1.0,0,2013,0,Greenwood Valley,40081
PROP_04681,2025-10-29,1138331,5,3.0,2655,15930,2.5,0,2006,2018,Metro City,10004
PROP_04682,2025-07-20,1757823,5,4.0,4223,16892,2.5,0,2005,2017,Coastal Suburbs,20012
PROP_04683,2026-01-28,456676,3,2.0,2354,9416,2.0,0,1999,0,Tech Park District,30045
PROP_04684,2025-08-05,1009962,6,3.0,2853,11412,2.5,0,1990,0,Greenwood Valley,40082
PROP_04685,2025-10-11,278053,4,2.5,923,5538,1.5,0,1967,2017,Metro City,10004
PROP_04686,2026-03-14,354641,3,2.0,1747,3494,1.0,0,1961,0,Greenwood Valley,40082
PROP_04687,2025-09-02,189371,1,1.5,837,1674,1.5,0,1999,2021,Greenwood Valley,40081
PROP_04688,2026-05-15,114100,2,1.5,815,3260,2.0,0,2013,0,Greenwood Valley,40081
PROP_04689,2025-11-19,134504,4,2.5,989,1978,1.0,0,1994,0,Coastal Suburbs,20012
PROP_04690,2026-05-02,452275,2,1.5,1975,11850,1.5,0,1999,0,Metro City,10004
PROP_04691,2025-07-16,261166,1,1.0,1949,9745,2.0,0,1979,0,Tech Park District,30046
PROP_04692,2025-09-22,409256,1,1.5,1495,2990,1.5,0,1962,2024,Tech Park District,30045
PROP_04693,2025-11-29,169416,3,1.5,936,2808,1.0,0,1977,0,Metro City,10002
PROP_04694,2025-09-23,270291,4,1.0,1281,3843,2.0,0,2009,0,Coastal Suburbs,20011
PROP_04695,2025-11-05,180616,3,1.0,844,5064,2.0,0,1967,0,Greenwood Valley,40082
PROP_04696,2026-01-02,234220,3,1.0,1195,5975,1.5,0,1960,0,Coastal Suburbs,20012
PROP_04697,2025-11-17,867906,6,3.5,3709,18545,2.0,0,1997,0,Coastal Suburbs,20011
PROP_04698,2025-12-08,227430,3,1.0,1330,2660,1.0,0,1968,0,Tech Park District,30045
PROP_04699,2025-10-12,982002,4,3.0,3178,25424,2.0,0,1962,0,Tech Park District,30046
PROP_04700,2026-03-27,345130,2,2.5,1086,3258,2.0,1,2010,0,Coastal Suburbs,20011
PROP_04701,2025-10-29,366244,1,1.5,2318,9272,2.0,0,1959,0,Metro City,10002
PROP_04702,2026-01-24,375318,1,1.5,2157,4314,2.0,0,1978,0,Metro City,10001
PROP_04703,2025-07-31,210750,1,2.5,843,2529,1.0,0,1969,0,Metro City,10002
PROP_04704,2026-01-27,345323,3,1.5,1217,4868,2.0,0,1972,2019,Greenwood Valley,40081
PROP_04705,2025-06-28,509313,4,2.5,2149,12894,1.5,0,2002,0,Tech Park District,30045
PROP_04706,2026-04-21,294903,4,2.0,1359,4077,1.0,0,1984,0,Metro City,10002
PROP_04707,2026-03-26,294818,4,1.0,1097,6582,1.0,0,1982,2018,Metro City,10002
PROP_04708,2026-03-25,329911,4,2.5,1907,11442,2.0,0,2001,0,Tech Park District,30045
PROP_04709,2026-04-14,1018549,5,3.5,4487,26922,2.5,0,1984,0,Metro City,10003
PROP_04710,2025-07-07,287070,3,2.0,1367,5468,1.0,0,1972,2019,Coastal Suburbs,20012
PROP_04711,2026-01-28,387607,4,1.0,1837,3674,1.0,0,1998,0,Coastal Suburbs,20012
PROP_04712,2025-09-08,211140,4,2.5,1564,9384,2.0,0,1994,0,Metro City,10003
PROP_04713,2026-02-12,288187,1,1.0,1325,2650,1.0,0,1993,2025,Metro City,10004
PROP_04714,2025-08-01,322240,3,2.0,1520,4560,1.0,0,1952,0,Greenwood Valley,40081
PROP_04715,2026-05-15,418353,1,2.0,1893,11358,1.5,0,1958,0,Tech Park District,30046
PROP_04716,2025-12-13,282576,3,2.5,1624,9744,1.0,0,2005,0,Greenwood Valley,40082
PROP_04717,2026-02-27,974110,6,4.0,3359,26872,2.0,0,1954,0,Metro City,10001
PROP_04718,2025-10-31,282964,3,1.5,1199,4796,1.0,0,1956,0,Tech Park District,30046
PROP_04719,2025-12-29,359400,2,1.5,1198,4792,1.0,0,1967,2023,Tech Park District,30045
PROP_04720,2025-06-28,352000,1,2.0,1280,5120,1.0,0,1965,2016,Tech Park District,30046
PROP_04721,2025-08-17,222780,3,1.5,1580,4740,1.0,0,1955,0,Metro City,10003
PROP_04722,2025-08-10,167552,3,2.5,1088,2176,1.5,0,1952,0,Tech Park District,30046
PROP_04723,2025-09-11,347114,4,1.5,1762,5286,1.5,0,1955,0,Metro City,10001
PROP_04724,2025-11-23,155192,4,2.0,1021,6126,1.0,0,2009,0,Metro City,10003
PROP_04725,2025-12-27,727325,4,3.5,3095,24760,3.0,0,2009,0,Tech Park District,30045
PROP_04726,2026-03-19,283494,3,2.5,1277,5108,1.5,0,1975,0,Coastal Suburbs,20012
PROP_04727,2026-01-21,1419028,5,3.5,3764,22584,2.0,0,2007,0,Tech Park District,30046
PROP_04728,2025-08-13,304842,2,1.0,2209,13254,2.0,0,1966,0,Tech Park District,30046
PROP_04729,2025-11-09,236640,2,1.0,1479,5916,1.5,0,1978,0,Greenwood Valley,40082
PROP_04730,2025-09-01,450728,1,2.0,2188,4376,1.5,0,2002,0,Greenwood Valley,40082
PROP_04731,2025-07-12,486546,2,2.0,1954,3908,1.5,0,2008,0,Greenwood Valley,40082
PROP_04732,2026-02-05,99720,3,1.0,831,3324,1.0,0,2012,0,Tech Park District,30046
PROP_04733,2025-11-18,479610,1,1.0,2190,13140,1.5,0,2006,0,Tech Park District,30046
PROP_04734,2026-04-20,1516960,6,3.0,3992,31936,3.0,0,2013,0,Coastal Suburbs,20012
PROP_04735,2025-08-30,580625,2,1.0,1823,10938,2.0,1,1959,2017,Metro City,10004
PROP_04736,2025-11-08,1276230,5,2.5,4478,35824,2.0,0,1969,0,Coastal Suburbs,20012
PROP_04737,2026-04-21,855066,5,3.5,3434,17170,2.5,0,1972,0,Greenwood Valley,40082
PROP_04738,2025-06-30,556805,4,2.5,2308,13848,2.0,0,2014,2025,Tech Park District,30045
PROP_04739,2025-06-03,219146,3,2.5,1387,4161,1.0,0,1978,0,Metro City,10003
PROP_04740,2026-01-18,156465,1,2.0,1159,4636,1.0,0,1965,0,Coastal Suburbs,20013
PROP_04741,2025-10-19,196355,2,2.0,865,5190,1.5,0,1990,0,Greenwood Valley,40081
PROP_04742,2025-09-16,163560,3,1.0,1160,3480,1.0,0,1990,0,Tech Park District,30045
PROP_04743,2025-08-26,198153,2,1.5,1107,4428,1.5,0,1971,0,Metro City,10003
PROP_04744,2026-03-23,1449437,6,3.0,4301,30107,2.0,0,1989,0,Metro City,10002
PROP_04745,2025-08-21,4240704,7,5.0,6796,67960,3.0,0,1974,0,Greenwood Valley,40082
PROP_04746,2026-02-06,213363,2,1.5,1413,5652,2.0,0,1978,0,Metro City,10001
PROP_04747,2025-07-16,360192,3,2.0,2144,10720,1.0,0,2002,0,Greenwood Valley,40081
PROP_04748,2025-08-06,4123429,8,4.5,8467,50802,4.0,0,1986,0,Greenwood Valley,40082
PROP_04749,2026-04-11,162071,3,1.0,959,1918,1.0,0,1970,0,Coastal Suburbs,20013
PROP_04750,2026-01-09,633007,2,2.0,1838,3676,1.5,1,1979,0,Metro City,10002
PROP_04751,2026-04-21,226023,3,1.0,1603,3206,1.0,0,1993,0,Coastal Suburbs,20011
PROP_04752,2026-01-06,420420,4,2.0,2156,6468,2.0,0,1981,0,Coastal Suburbs,20011
PROP_04753,2025-12-24,369421,1,2.5,2041,12246,1.0,0,1952,0,Metro City,10003
PROP_04754,2026-01-06,409825,2,1.0,1690,8450,1.0,0,1964,2016,Metro City,10001
PROP_04755,2026-01-31,791982,5,3.5,3826,22956,2.0,0,1953,0,Tech Park District,30045
PROP_04756,2025-12-14,290164,4,1.5,1687,6748,1.0,0,2008,0,Coastal Suburbs,20013
PROP_04757,2025-06-03,218592,3,2.5,1518,7590,2.0,0,2004,0,Coastal Suburbs,20011
PROP_04758,2025-06-20,468996,3,2.0,2244,4488,1.0,0,2007,0,Metro City,10002
PROP_04759,2026-03-01,564297,2,2.0,2381,14286,1.5,0,1975,0,Coastal Suburbs,20011
PROP_04760,2025-09-11,737100,5,2.5,3150,9450,3.0,0,1968,0,Greenwood Valley,40082
PROP_04761,2025-12-09,300810,1,1.5,1626,3252,1.5,0,1990,0,Tech Park District,30046
PROP_04762,2025-06-08,705320,6,3.0,3080,15400,3.0,0,1952,0,Metro City,10003
PROP_04763,2025-11-12,1347558,6,3.0,4198,29386,2.0,0,1954,0,Tech Park District,30046
PROP_04764,2026-02-27,397380,4,1.0,1790,5370,2.0,0,2015,0,Greenwood Valley,40082
PROP_04765,2025-09-06,149125,3,1.5,1193,7158,1.5,0,1967,0,Coastal Suburbs,20011
PROP_04766,2025-06-10,377466,1,1.5,2374,4748,2.0,0,1955,0,Greenwood Valley,40081
PROP_04767,2026-05-13,280208,1,1.5,1328,5312,1.0,0,2005,0,Greenwood Valley,40082
PROP_04768,2025-06-03,356960,4,2.0,2231,6693,2.0,0,1982,2020,Tech Park District,30045
PROP_04769,2026-04-17,1255638,4,3.5,3547,17735,2.5,0,1961,0,Tech Park District,30045
PROP_04770,2025-10-06,1192924,5,3.5,3604,18020,2.0,0,1980,0,Coastal Suburbs,20011
PROP_04771,2025-09-24,3534574,8,5.0,6296,88144,3.0,1,1985,0,Tech Park District,30046
PROP_04772,2026-05-22,436128,3,2.5,1888,9440,2.0,0,1975,0,Tech Park District,30046
PROP_04773,2025-11-24,366436,1,1.0,2276,9104,2.0,0,1994,0,Coastal Suburbs,20013
PROP_04774,2025-11-07,1532303,6,3.5,3962,15848,2.0,1,2005,2022,Metro City,10001
PROP_04775,2025-08-06,135200,4,1.5,800,1600,2.0,0,1975,0,Tech Park District,30046
PROP_04776,2025-07-23,335434,3,1.0,1738,6952,1.5,0,1961,0,Metro City,10001
PROP_04777,2025-12-14,7334327,8,5.0,7327,95251,2.5,1,1999,0,Greenwood Valley,40082
PROP_04778,2026-02-13,1174930,5,2.5,4010,12030,2.5,0,2003,0,Tech Park District,30046
PROP_04779,2026-03-29,308750,1,2.5,1235,3705,1.5,0,2000,0,Tech Park District,30046
PROP_04780,2025-11-04,410820,4,2.5,1968,9840,2.0,0,1985,2022,Metro City,10001
PROP_04781,2025-08-25,286230,2,2.5,2030,6090,2.0,0,1994,0,Coastal Suburbs,20011
PROP_04782,2025-07-04,300300,3,2.5,1716,6864,1.0,0,1978,0,Coastal Suburbs,20012
PROP_04783,2025-06-24,309372,4,2.5,1778,8890,2.0,0,1986,0,Greenwood Valley,40081
PROP_04784,2025-10-31,291718,1,2.5,2177,8708,1.5,0,2000,0,Tech Park District,30045
PROP_04785,2025-10-27,190820,4,2.5,812,4872,2.0,0,2000,0,Tech Park District,30046
PROP_04786,2026-01-20,1078680,4,3.0,3560,14240,3.0,0,1972,0,Metro City,10002
PROP_04787,2026-02-22,285147,2,2.5,1593,6372,1.5,0,1957,0,Metro City,10002
PROP_04788,2026-04-02,963666,5,4.0,3069,24552,2.0,0,2002,0,Metro City,10004
PROP_04789,2026-02-24,513143,4,2.0,2219,11095,2.0,0,1953,2018,Tech Park District,30046
PROP_04790,2025-11-20,915772,6,3.0,3202,16010,3.0,0,2007,0,Greenwood Valley,40081
PROP_04791,2026-01-09,229770,3,1.5,1665,3330,1.5,0,1953,0,Tech Park District,30045
PROP_04792,2026-05-18,298165,1,1.5,1217,7302,2.0,0,1951,0,Tech Park District,30046
PROP_04793,2025-08-08,327387,4,2.5,1789,3578,1.5,0,1955,0,Coastal Suburbs,20013
PROP_04794,2025-11-23,190277,2,2.5,917,4585,2.0,0,1989,2024,Tech Park District,30045
PROP_04795,2026-02-06,205784,1,1.0,887,2661,1.0,0,1995,0,Tech Park District,30046
PROP_04796,2025-12-01,199728,1,2.0,912,3648,1.5,0,1959,0,Coastal Suburbs,20013
PROP_04797,2025-09-05,1295078,5,3.0,3743,18715,3.0,0,2003,0,Metro City,10002
PROP_04798,2025-08-24,1379686,4,2.5,3689,29512,2.5,0,2012,0,Metro City,10003
PROP_04799,2025-12-24,146016,2,2.5,936,2808,2.0,0,2008,0,Tech Park District,30045
PROP_04800,2025-06-10,232656,3,2.0,1489,8934,2.0,0,1993,2023,Coastal Suburbs,20012
PROP_04801,2025-09-25,224700,1,2.0,1070,5350,1.0,0,2006,0,Coastal Suburbs,20013
PROP_04802,2025-09-23,187516,4,2.5,1267,6335,1.0,0,1967,0,Coastal Suburbs,20012
PROP_04803,2025-08-07,215560,4,2.5,1268,2536,1.5,0,1995,0,Metro City,10004
PROP_04804,2025-09-17,112768,3,2.5,881,1762,1.0,0,1981,0,Coastal Suburbs,20012
PROP_04805,2025-06-12,414128,2,1.5,2288,9152,1.5,0,1983,0,Metro City,10004
PROP_04806,2026-03-29,572576,4,3.0,2468,12340,2.5,0,1958,0,Coastal Suburbs,20012
PROP_04807,2026-02-14,554346,2,2.5,2369,7107,2.0,0,1954,0,Greenwood Valley,40081
PROP_04808,2025-08-26,139896,3,1.5,1044,2088,1.5,0,2011,0,Tech Park District,30046
PROP_04809,2025-08-03,288052,4,2.5,1426,5704,1.0,0,1978,0,Greenwood Valley,40081
PROP_04810,2025-12-05,264244,1,2.0,2131,10655,1.0,0,2002,0,Greenwood Valley,40081
PROP_04811,2026-05-31,834924,6,2.5,3394,27152,2.0,0,1974,0,Metro City,10001
PROP_04812,2026-04-30,164840,3,2.5,1268,2536,2.0,0,1975,0,Greenwood Valley,40082
PROP_04813,2025-06-20,335133,2,1.0,1619,4857,2.0,0,1951,0,Coastal Suburbs,20013
PROP_04814,2025-12-10,1070405,4,2.5,4165,29155,3.0,0,1970,0,Tech Park District,30046
PROP_04815,2026-04-24,1434212,6,4.0,4430,31010,2.5,0,1974,2020,Metro City,10003
PROP_04816,2025-10-09,859668,5,4.0,4036,28252,2.0,0,1953,0,Greenwood Valley,40082
PROP_04817,2026-03-01,288765,4,2.5,1395,6975,1.5,0,1952,0,Coastal Suburbs,20012
PROP_04818,2026-04-16,244608,1,2.0,1344,5376,1.5,0,1997,0,Coastal Suburbs,20012
PROP_04819,2025-06-25,306720,1,2.0,1278,7668,1.0,0,2008,2025,Greenwood Valley,40082
PROP_04820,2026-04-01,215339,1,2.5,901,5406,1.0,0,1997,0,Tech Park District,30045
PROP_04821,2025-06-25,317216,3,2.5,1724,8620,1.0,0,1973,0,Coastal Suburbs,20013
PROP_04822,2026-05-05,4157454,8,6.0,7518,97734,4.0,0,1975,0,Coastal Suburbs,20013
PROP_04823,2025-07-26,174160,1,2.0,1244,6220,1.0,0,1999,0,Coastal Suburbs,20013
PROP_04824,2026-05-01,1063548,5,2.5,3812,30496,3.0,0,1982,0,Metro City,10003
PROP_04825,2025-06-11,465192,2,2.0,1988,3976,1.5,0,1983,0,Coastal Suburbs,20013
PROP_04826,2025-06-25,579798,2,1.0,2386,4772,1.5,0,1999,0,Coastal Suburbs,20011
PROP_04827,2026-05-20,591840,4,3.5,2740,16440,2.5,0,1983,0,Greenwood Valley,40082
PROP_04828,2025-07-30,734823,6,2.5,2523,12615,2.5,0,2002,2020,Greenwood Valley,40082
PROP_04829,2025-12-31,1236844,4,3.0,3794,30352,3.0,0,2003,0,Greenwood Valley,40081
PROP_04830,2026-01-14,254000,4,2.5,1600,8000,1.0,0,1978,2017,Coastal Suburbs,20012
PROP_04831,2025-12-12,477146,4,1.0,1533,6132,1.5,0,1988,2017,Metro City,10002
PROP_04832,2025-08-03,345384,4,1.5,2214,6642,1.5,0,1957,0,Tech Park District,30045
PROP_04833,2026-03-08,205750,3,2.5,823,2469,1.0,0,1952,0,Coastal Suburbs,20012
PROP_04834,2025-10-08,1428781,4,3.0,3517,14068,3.0,0,1990,2017,Coastal Suburbs,20011
PROP_04835,2026-01-29,175216,4,2.5,932,5592,1.5,0,2006,0,Metro City,10004
PROP_04836,2026-05-26,292032,3,1.5,1872,3744,2.0,0,2009,0,Metro City,10004
PROP_04837,2025-08-18,456605,1,1.5,1943,5829,2.0,0,1954,2022,Greenwood Valley,40081
PROP_04838,2025-09-14,283230,4,2.0,2098,6294,1.5,0,2015,0,Metro City,10002
PROP_04839,2026-05-22,1025271,5,3.5,3429,24003,2.0,0,2009,0,Tech Park District,30045
PROP_04840,2026-05-18,403029,4,2.5,1947,11682,1.0,0,1977,0,Greenwood Valley,40082
PROP_04841,2026-04-19,380644,1,1.5,2321,6963,1.5,0,2000,0,Coastal Suburbs,20013
PROP_04842,2025-06-05,217602,3,2.0,1386,8316,2.0,0,1953,0,Metro City,10001
PROP_04843,2025-11-02,345114,1,1.5,990,3960,1.5,1,2004,0,Coastal Suburbs,20012
PROP_04844,2026-01-02,192400,2,2.5,962,2886,1.0,0,1968,0,Tech Park District,30046
PROP_04845,2026-05-05,422528,1,2.5,1123,4492,1.5,1,1969,2017,Greenwood Valley,40081
PROP_04846,2025-07-22,221646,2,2.0,1394,4182,1.5,0,1969,0,Coastal Suburbs,20011
PROP_04847,2026-05-06,352077,3,2.0,1551,7755,2.0,0,2013,0,Metro City,10004
PROP_04848,2026-02-22,3950834,9,4.5,4775,23875,4.0,1,1996,0,Coastal Suburbs,20012
PROP_04849,2025-10-17,1430304,6,3.0,3804,30432,2.5,0,1976,0,Tech Park District,30045
PROP_04850,2026-04-15,378420,1,2.0,2226,11130,2.0,0,2010,2024,Metro City,10004
PROP_04851,2026-04-07,1297455,6,2.5,3873,27111,3.0,0,2004,0,Metro City,10004
PROP_04852,2026-05-25,243880,1,2.5,938,5628,1.5,0,2001,2018,Coastal Suburbs,20012
PROP_04853,2025-08-10,1204504,4,3.5,4396,35168,2.0,0,1955,0,Metro City,10001
PROP_04854,2026-01-01,337870,1,1.0,1196,5980,1.0,0,1958,2020,Tech Park District,30046
PROP_04855,2025-07-24,433509,1,1.5,1741,6964,1.0,0,1974,0,Greenwood Valley,40081
PROP_04856,2026-02-17,1819860,4,3.5,4333,12999,2.0,1,1952,0,Greenwood Valley,40081
PROP_04857,2026-04-13,5097710,7,7.5,6089,85246,2.5,1,1967,0,Greenwood Valley,40081
PROP_04858,2025-07-31,287655,1,2.0,2265,13590,1.5,0,1968,0,Metro City,10002
PROP_04859,2025-10-23,4054200,6,4.5,6757,33785,2.5,0,1992,0,Greenwood Valley,40081
PROP_04860,2025-07-29,204516,2,2.5,1311,6555,2.0,0,1988,0,Metro City,10002
PROP_04861,2025-07-25,300339,2,1.5,1963,3926,1.5,0,1970,0,Metro City,10004
PROP_04862,2026-02-10,342480,4,2.0,1427,2854,1.0,0,1956,0,Coastal Suburbs,20013
PROP_04863,2025-09-10,1112535,4,3.5,3618,21708,2.5,0,1987,2019,Tech Park District,30046
PROP_04864,2026-04-08,1376083,4,3.0,3627,25389,3.0,1,1963,0,Greenwood Valley,40081
PROP_04865,2025-09-11,393855,4,2.5,1815,7260,2.0,0,1951,0,Greenwood Valley,40081
PROP_04866,2025-10-13,428576,3,1.5,1816,7264,1.0,0,1976,0,Tech Park District,30046
PROP_04867,2026-02-23,269812,2,2.0,1439,5756,2.0,0,1970,2022,Greenwood Valley,40082
PROP_04868,2025-09-12,364140,2,2.5,2023,6069,1.0,0,1968,2024,Tech Park District,30045
PROP_04869,2025-12-01,973830,6,2.5,2951,20657,2.5,0,1995,0,Tech Park District,30045
PROP_04870,2026-05-27,1161081,6,3.5,2544,7632,2.0,1,1984,0,Greenwood Valley,40081
PROP_04871,2025-12-27,234685,2,2.5,1255,6275,1.5,0,2000,0,Greenwood Valley,40082
PROP_04872,2025-10-30,272916,1,2.0,2166,8664,1.5,0,1991,0,Tech Park District,30045
PROP_04873,2025-08-22,371599,3,1.0,1637,3274,1.0,0,1970,0,Tech Park District,30045
PROP_04874,2025-06-21,134174,3,1.0,919,5514,1.0,0,1996,0,Metro City,10004
PROP_04875,2026-03-08,1160316,5,4.0,3474,10422,3.0,0,1989,0,Coastal Suburbs,20013
PROP_04876,2026-02-10,209712,1,1.0,1542,6168,1.5,0,2003,0,Greenwood Valley,40082
PROP_04877,2025-09-15,469050,2,1.5,1590,7950,1.0,0,1982,2024,Coastal Suburbs,20013
PROP_04878,2026-05-19,1624512,6,4.0,3845,23070,2.0,0,2008,2019,Greenwood Valley,40081
PROP_04879,2026-02-02,386724,3,2.5,1924,9620,2.0,0,1982,0,Metro City,10004
PROP_04880,2025-11-17,187440,2,1.5,1136,2272,1.5,0,1952,0,Coastal Suburbs,20011
PROP_04881,2025-09-29,337977,2,2.5,2397,4794,2.0,0,1953,0,Greenwood Valley,40082
PROP_04882,2025-06-02,269028,1,1.5,1692,6768,2.0,0,1956,0,Coastal Suburbs,20013
PROP_04883,2025-06-07,327402,2,1.5,2322,11610,1.5,0,2006,0,Tech Park District,30045
PROP_04884,2026-05-10,225104,2,2.5,1279,6395,2.0,0,1952,0,Coastal Suburbs,20012
PROP_04885,2025-07-16,1098500,4,4.0,2600,7800,2.0,0,1963,2019,Coastal Suburbs,20011
PROP_04886,2025-07-27,390643,1,1.0,2089,6267,1.0,0,1975,0,Metro City,10004
PROP_04887,2026-03-21,731142,4,2.5,2718,8154,2.5,0,1992,0,Greenwood Valley,40082
PROP_04888,2026-05-09,139464,1,1.0,936,5616,2.0,0,1991,0,Metro City,10003
PROP_04889,2026-02-08,136367,1,2.0,847,3388,1.0,0,1993,0,Tech Park District,30045
PROP_04890,2025-08-16,1998066,9,6.0,4746,61698,2.5,0,1974,0,Metro City,10001
PROP_04891,2025-07-17,203154,4,1.0,1382,8292,1.0,0,1961,0,Greenwood Valley,40081
PROP_04892,2026-02-17,336300,3,2.5,2242,13452,2.0,0,2013,0,Tech Park District,30045
PROP_04893,2025-07-09,191080,3,1.5,1405,8430,2.0,0,1970,0,Greenwood Valley,40081
PROP_04894,2025-07-22,341462,3,2.5,2057,12342,2.0,0,1979,0,Coastal Suburbs,20012
PROP_04895,2025-10-10,407078,1,2.5,1927,5781,1.5,0,1998,2020,Tech Park District,30046
PROP_04896,2026-04-26,242205,3,1.0,1005,6030,1.5,0,1960,0,Metro City,10003
PROP_04897,2025-09-27,1845799,5,4.0,4146,24876,2.0,1,1959,0,Metro City,10004
PROP_04898,2026-01-20,963680,5,3.0,2536,10144,2.0,0,1994,0,Greenwood Valley,40081
PROP_04899,2025-10-30,1719808,4,3.5,4313,30191,2.0,0,1999,2022,Greenwood Valley,40081
PROP_04900,2025-10-14,745620,5,3.0,3468,27744,2.5,0,2006,0,Metro City,10001
